order_id;customer_id;order_status;order_date;required_date;shipped_date;store_id;staff_id
144;1124;4;2021-03-26;2021-03-29;2021-03-29;2;7
145;366;4;2021-03-27;2021-03-29;2021-03-30;2;6
146;288;4;2021-03-28;2021-03-30;2021-03-30;1;3
147;55;4;2021-03-28;2021-03-31;2021-03-31;2;7
148;714;4;2021-03-28;2021-03-30;2021-03-30;2;6
149;763;4;2021-03-28;2021-03-30;2021-03-29;2;6
150;332;4;2021-03-29;2021-03-31;2021-04-01;1;2
151;926;4;2021-03-29;2021-04-01;2021-03-31;1;2
152;76;4;2021-03-29;2021-03-30;2021-03-30;2;6
153;498;4;2021-03-30;2021-04-02;2021-04-01;2;6
154;1286;4;2021-03-31;2021-04-01;2021-04-01;1;2
155;371;4;2021-04-02;2021-04-03;2021-04-04;2;6
156;357;4;2021-04-03;2021-04-06;2021-04-05;1;3
157;43;4;2021-04-03;2021-04-06;2021-04-06;3;8
158;117;3;2021-04-04;2021-04-04;\N;3;9
159;32;4;2021-04-04;2021-04-06;2021-04-06;1;2
160;205;4;2021-04-04;2021-04-06;2021-04-06;2;7
161;251;4;2021-04-04;2021-04-07;2021-04-05;2;7
162;31;4;2021-04-06;2021-04-08;2021-04-07;1;3
163;1325;4;2021-04-06;2021-04-07;2021-04-07;2;7
164;610;4;2021-04-07;2021-04-08;2021-04-09;2;7
165;574;4;2021-04-08;2021-04-10;2021-04-10;1;3
166;338;4;2021-04-08;2021-04-11;2021-04-11;2;6
167;1034;4;2021-04-08;2021-04-09;2021-04-11;2;7
168;1147;4;2021-04-09;2021-04-12;2021-04-11;1;3
169;99;4;2021-04-10;2021-04-11;2021-04-11;2;7
170;1200;4;2021-04-10;2021-04-11;2021-04-13;2;7
171;237;4;2021-04-11;2021-04-14;2021-04-14;1;3
172;1079;4;2021-04-11;2021-04-12;2021-04-14;2;7
173;117;4;2021-04-11;2021-04-14;2021-04-13;3;8
174;1361;4;2021-04-12;2021-04-13;2021-04-15;2;7
175;951;4;2021-04-13;2021-04-14;2021-04-14;2;6
176;643;4;2021-04-15;2021-04-16;2021-04-17;2;7
177;121;4;2021-04-16;2021-04-19;2021-04-19;1;2
178;756;4;2021-04-16;2021-04-17;2021-04-18;2;6
179;616;4;2021-04-17;2021-04-19;2021-04-19;2;6
180;918;4;2021-04-17;2021-04-20;2021-04-19;2;7
181;459;4;2021-04-18;2021-04-20;2021-04-20;1;3
182;854;4;2021-04-18;2021-04-19;2021-04-20;2;6
183;22;4;2021-04-19;2021-04-20;2021-04-20;2;7
184;134;4;2021-04-19;2021-04-21;2021-04-22;2;7
185;24;3;2021-04-20;2021-04-20;\N;1;2
186;1127;4;2021-04-21;2021-04-22;2021-04-24;2;6
187;183;4;2021-04-22;2021-04-23;2021-04-24;2;6
188;390;4;2021-04-22;2021-04-23;2021-04-25;2;6
189;1288;4;2021-04-23;2021-04-24;2021-04-26;1;2
190;98;4;2021-04-23;2021-04-25;2021-04-25;2;6
191;919;4;2021-04-27;2021-04-28;2021-04-28;1;2
192;728;4;2021-04-27;2021-04-28;2021-04-29;2;7
193;1366;4;2021-04-28;2021-04-30;2021-04-30;1;3
194;558;4;2021-04-28;2021-04-30;2021-05-01;2;7
195;727;4;2021-04-28;2021-05-01;2021-05-01;2;7
196;1247;4;2021-04-28;2021-04-30;2021-05-01;2;6
197;127;4;2021-04-30;2021-05-03;2021-05-03;2;7
198;640;4;2021-05-01;2021-05-04;2021-05-03;2;6
199;760;4;2021-05-01;2021-05-04;2021-05-04;2;7
200;1074;4;2021-05-01;2021-05-03;2021-05-03;2;6
201;280;4;2021-05-01;2021-05-04;2021-05-02;3;9
202;600;4;2021-05-03;2021-05-05;2021-05-04;1;2
203;1102;4;2021-05-03;2021-05-05;2021-05-06;3;9
204;591;4;2021-05-04;2021-05-07;2021-05-06;2;7
205;635;4;2021-05-04;2021-05-05;2021-05-06;2;6
206;743;4;2021-05-04;2021-05-06;2021-05-05;3;9
207;105;4;2021-05-05;2021-05-07;2021-05-07;2;7
208;815;4;2021-05-06;2021-05-07;2021-05-09;2;7
209;514;4;2021-05-07;2021-05-08;2021-05-08;2;6
210;943;4;2021-05-07;2021-05-08;2021-05-09;2;6
211;1140;4;2021-05-07;2021-05-09;2021-05-08;2;6
212;1373;4;2021-05-08;2021-05-09;2021-05-11;2;6
213;788;4;2021-05-08;2021-05-09;2021-05-09;3;8
214;363;4;2021-05-10;2021-05-12;2021-05-11;2;6
215;1420;4;2021-05-10;2021-05-13;2021-05-12;2;7
216;267;4;2021-05-11;2021-05-14;2021-05-13;1;3
217;716;4;2021-05-11;2021-05-12;2021-05-14;2;7
218;1179;4;2021-05-12;2021-05-14;2021-05-14;2;7
219;1338;4;2021-05-12;2021-05-15;2021-05-15;2;6
220;1358;4;2021-05-12;2021-05-14;2021-05-15;2;6
221;1218;4;2021-05-13;2021-05-16;2021-05-14;1;2
222;51;4;2021-05-13;2021-05-16;2021-05-14;2;6
223;1368;4;2021-05-15;2021-05-16;2021-05-17;2;7
224;157;4;2021-05-17;2021-05-18;2021-05-19;1;3
225;307;4;2021-05-17;2021-05-20;2021-05-19;1;3
226;501;4;2021-05-17;2021-05-19;2021-05-20;1;2
227;489;4;2021-05-17;2021-05-18;2021-05-20;2;7
228;615;4;2021-05-17;2021-05-20;2021-05-20;2;7
229;742;4;2021-05-19;2021-05-21;2021-05-20;2;6
230;1167;4;2021-05-19;2021-05-20;2021-05-21;2;6
231;1257;4;2021-05-19;2021-05-22;2021-05-21;2;6
232;1360;4;2021-05-20;2021-05-23;2021-05-23;1;3
233;737;4;2021-05-21;2021-05-22;2021-05-24;2;6
234;1435;4;2021-05-22;2021-05-24;2021-05-24;2;6
235;649;4;2021-05-24;2021-05-25;2021-05-25;2;6
236;206;4;2021-05-25;2021-05-27;2021-05-26;2;6
237;1351;4;2021-05-25;2021-05-26;2021-05-27;2;7
238;1350;4;2021-05-26;2021-05-29;2021-05-29;2;6
239;13;3;2021-05-27;2021-05-27;\N;3;9
240;65;4;2021-05-27;2021-05-29;2021-05-30;2;6
241;1082;4;2021-05-27;2021-05-29;2021-05-29;2;7
242;1168;4;2021-05-27;2021-05-30;2021-05-30;2;7
243;802;4;2021-05-27;2021-05-30;2021-05-28;3;8
244;956;4;2021-05-28;2021-05-29;2021-05-29;2;6
245;223;4;2021-05-29;2021-05-31;2021-05-30;2;7
246;17;3;2021-05-30;2021-05-30;\N;2;6
247;928;4;2021-05-30;2021-06-01;2021-06-01;1;3
248;1376;4;2021-05-30;2021-06-01;2021-05-31;2;7
249;145;4;2021-06-01;2021-06-04;2021-06-04;2;6
250;150;4;2021-06-01;2021-06-02;2021-06-04;2;7
251;851;4;2021-06-01;2021-06-04;2021-06-04;2;7
252;66;4;2021-06-01;2021-06-04;2021-06-02;3;8
253;1267;4;2021-06-02;2021-06-05;2021-06-05;2;6
254;510;4;2021-06-03;2021-06-06;2021-06-05;2;7
255;801;4;2021-06-03;2021-06-06;2021-06-05;2;7
256;26;4;2021-06-04;2021-06-05;2021-06-07;2;7
257;1314;4;2021-06-05;2021-06-06;2021-06-08;1;3
258;107;4;2021-06-06;2021-06-07;2021-06-07;2;7
259;413;4;2021-06-06;2021-06-09;2021-06-09;2;7
260;632;4;2021-06-06;2021-06-08;2021-06-08;2;6
261;1045;4;2021-06-08;2021-06-10;2021-06-09;1;2
262;579;4;2021-06-08;2021-06-11;2021-06-10;3;9
263;1322;4;2021-06-09;2021-06-10;2021-06-12;2;6
264;5;3;2021-06-10;2021-06-10;\N;1;3
265;682;4;2021-06-10;2021-06-12;2021-06-11;2;7
266;933;4;2021-06-10;2021-06-13;2021-06-13;2;7
267;282;4;2021-06-11;2021-06-14;2021-06-14;1;3
268;540;4;2021-06-11;2021-06-14;2021-06-12;1;3
269;764;4;2021-06-12;2021-06-13;2021-06-15;2;6
270;879;4;2021-06-12;2021-06-15;2021-06-13;2;7
271;350;4;2021-06-13;2021-06-16;2021-06-14;2;7
272;497;4;2021-06-15;2021-06-18;2021-06-16;2;7
273;1340;4;2021-06-16;2021-06-19;2021-06-17;2;7
274;411;4;2021-06-17;2021-06-20;2021-06-18;2;7
275;1341;4;2021-06-17;2021-06-19;2021-06-18;2;7
276;1227;4;2021-06-18;2021-06-19;2021-06-19;2;6
277;546;4;2021-06-19;2021-06-20;2021-06-20;2;7
278;1301;4;2021-06-20;2021-06-23;2021-06-21;1;3
279;378;4;2021-06-21;2021-06-22;2021-06-22;2;6
280;638;4;2021-06-21;2021-06-22;2021-06-23;2;7
281;800;4;2021-06-21;2021-06-22;2021-06-23;2;7
282;159;4;2021-06-22;2021-06-25;2021-06-25;3;9
283;181;4;2021-06-23;2021-06-26;2021-06-26;1;2
284;1356;4;2021-06-23;2021-06-25;2021-06-25;2;7
285;319;4;2021-06-25;2021-06-26;2021-06-27;1;2
286;59;4;2021-06-25;2021-06-26;2021-06-26;2;6
287;133;4;2021-06-25;2021-06-26;2021-06-27;2;6
288;780;4;2021-06-25;2021-06-28;2021-06-28;2;6
289;849;4;2021-06-27;2021-06-28;2021-06-30;2;6
290;202;4;2021-06-28;2021-06-29;2021-06-30;2;6
291;158;4;2021-06-29;2021-06-30;2021-07-01;2;6
292;360;4;2021-06-29;2021-06-30;2021-07-02;3;9
293;573;4;2021-06-30;2021-07-03;2021-07-02;2;7
294;732;4;2021-07-01;2021-07-02;2021-07-02;2;7
295;1130;4;2021-07-01;2021-07-04;2021-07-04;2;7
296;1245;4;2021-07-04;2021-07-07;2021-07-06;2;6
297;1425;4;2021-07-04;2021-07-05;2021-07-06;2;7
298;885;4;2021-07-04;2021-07-07;2021-07-07;3;9
299;281;4;2021-07-05;2021-07-06;2021-07-07;2;6
300;1205;4;2021-07-05;2021-07-08;2021-07-08;2;6
301;17;4;2021-07-06;2021-07-09;2021-07-08;2;6
302;1375;4;2021-07-06;2021-07-07;2021-07-09;2;6
303;36;4;2021-07-07;2021-07-08;2021-07-09;2;7
304;230;4;2021-07-07;2021-07-08;2021-07-08;2;6
305;705;4;2021-07-07;2021-07-08;2021-07-08;2;7
306;424;4;2021-07-09;2021-07-10;2021-07-12;2;7
307;695;4;2021-07-09;2021-07-11;2021-07-11;2;6
308;156;4;2021-07-11;2021-07-12;2021-07-14;2;6
309;211;4;2021-07-11;2021-07-13;2021-07-13;2;6
310;627;4;2021-07-12;2021-07-13;2021-07-13;1;2
311;1400;4;2021-07-12;2021-07-14;2021-07-13;2;6
312;299;4;2021-07-13;2021-07-15;2021-07-16;2;6
313;565;4;2021-07-14;2021-07-15;2021-07-15;3;9
314;1019;4;2021-07-15;2021-07-17;2021-07-17;2;7
315;1263;4;2021-07-16;2021-07-19;2021-07-17;2;6
316;670;4;2021-07-17;2021-07-20;2021-07-19;2;7
317;795;4;2021-07-17;2021-07-20;2021-07-19;2;7
318;1141;4;2021-07-17;2021-07-19;2021-07-20;2;7
319;941;4;2021-07-18;2021-07-21;2021-07-21;2;6
320;1428;4;2021-07-19;2021-07-20;2021-07-21;1;2
321;568;4;2021-07-19;2021-07-22;2021-07-21;2;6
322;924;4;2021-07-19;2021-07-22;2021-07-20;2;6
323;1243;4;2021-07-19;2021-07-22;2021-07-21;2;6
324;480;4;2021-07-20;2021-07-22;2021-07-23;2;6
325;848;4;2021-07-20;2021-07-21;2021-07-21;2;6
326;1337;4;2021-07-20;2021-07-21;2021-07-22;3;9
327;83;4;2021-07-21;2021-07-24;2021-07-22;2;6
328;528;4;2021-07-23;2021-07-26;2021-07-25;2;6
329;274;4;2021-07-24;2021-07-27;2021-07-26;2;6
330;622;4;2021-07-24;2021-07-27;2021-07-27;2;6
331;642;4;2021-07-24;2021-07-26;2021-07-25;2;6
332;659;4;2021-07-24;2021-07-26;2021-07-26;2;7
333;779;4;2021-07-25;2021-07-27;2021-07-26;2;6
334;1112;4;2021-07-25;2021-07-28;2021-07-27;2;7
335;1193;4;2021-07-25;2021-07-27;2021-07-26;2;6
336;1030;4;2021-07-26;2021-07-29;2021-07-27;2;7
337;1252;4;2021-07-26;2021-07-27;2021-07-28;2;7
338;1333;4;2021-07-28;2021-07-29;2021-07-30;1;3
339;1110;4;2021-07-28;2021-07-31;2021-07-29;2;7
340;963;4;2021-07-29;2021-07-30;2021-07-31;2;7
341;1357;4;2021-07-31;2021-08-03;2021-08-01;1;3
342;806;4;2021-07-31;2021-08-01;2021-08-03;2;7
343;961;4;2021-07-31;2021-08-02;2021-08-01;2;7
344;750;4;2021-08-01;2021-08-03;2021-08-02;2;6
345;1299;4;2021-08-01;2021-08-04;2021-08-03;2;6
346;584;4;2021-08-01;2021-08-03;2021-08-02;3;9
347;1004;4;2021-08-02;2021-08-03;2021-08-05;2;6
348;907;4;2021-08-02;2021-08-05;2021-08-04;3;9
349;30;3;2021-08-03;2021-08-03;\N;1;3
350;31;3;2021-08-03;2021-08-03;\N;1;3
351;1307;4;2021-08-03;2021-08-06;2021-08-04;1;2
352;16;4;2021-08-03;2021-08-04;2021-08-06;2;7
353;1387;4;2021-08-03;2021-08-06;2021-08-06;2;7
354;551;4;2021-08-03;2021-08-05;2021-08-06;3;8
355;1011;4;2021-08-03;2021-08-05;2021-08-05;3;8
356;1189;4;2021-08-04;2021-08-07;2021-08-06;2;6
357;14;3;2021-08-05;2021-08-05;\N;3;8
358;1042;4;2021-08-05;2021-08-07;2021-08-07;2;7
359;441;4;2021-08-07;2021-08-10;2021-08-10;2;7
360;1300;4;2021-08-07;2021-08-09;2021-08-10;2;6
361;994;4;2021-08-08;2021-08-09;2021-08-11;2;6
362;187;4;2021-08-09;2021-08-11;2021-08-11;1;2
363;834;4;2021-08-11;2021-08-12;2021-08-13;3;8
364;373;4;2021-08-12;2021-08-14;2021-08-13;2;6
365;981;4;2021-08-13;2021-08-14;2021-08-15;2;6
366;1054;4;2021-08-13;2021-08-14;2021-08-14;3;9
367;527;4;2021-08-14;2021-08-15;2021-08-15;2;7
368;995;4;2021-08-14;2021-08-15;2021-08-17;2;7
369;1285;4;2021-08-15;2021-08-18;2021-08-18;1;3
370;758;4;2021-08-15;2021-08-18;2021-08-18;2;7
371;891;4;2021-08-15;2021-08-16;2021-08-18;2;7
372;132;4;2021-08-16;2021-08-18;2021-08-18;2;6
373;337;4;2021-08-16;2021-08-19;2021-08-17;2;7
374;1313;4;2021-08-17;2021-08-19;2021-08-18;1;2
375;536;4;2021-08-17;2021-08-20;2021-08-20;2;7
376;825;4;2021-08-17;2021-08-19;2021-08-18;2;6
377;1355;4;2021-08-17;2021-08-19;2021-08-20;2;6
378;475;4;2021-08-17;2021-08-20;2021-08-20;3;9
379;954;4;2021-08-18;2021-08-21;2021-08-21;2;7
380;1156;4;2021-08-19;2021-08-20;2021-08-21;2;7
381;1297;4;2021-08-19;2021-08-21;2021-08-21;2;7
382;199;4;2021-08-20;2021-08-23;2021-08-23;2;6
383;331;4;2021-08-20;2021-08-23;2021-08-22;2;7
384;410;4;2021-08-20;2021-08-22;2021-08-23;2;7
385;1274;4;2021-08-20;2021-08-23;2021-08-22;2;7
386;1362;4;2021-08-20;2021-08-23;2021-08-23;2;6
387;451;4;2021-08-20;2021-08-21;2021-08-21;3;8
388;1080;4;2021-08-21;2021-08-24;2021-08-23;3;8
389;53;4;2021-08-22;2021-08-24;2021-08-25;1;3
390;576;4;2021-08-22;2021-08-24;2021-08-25;3;9
391;61;3;2021-08-23;2021-08-23;\N;3;9
392;176;4;2021-08-23;2021-08-26;2021-08-24;1;3
393;368;4;2021-08-25;2021-08-26;2021-08-27;2;6
394;522;4;2021-08-26;2021-08-28;2021-08-29;1;3
395;144;4;2021-08-26;2021-08-27;2021-08-29;2;6
396;542;4;2021-08-27;2021-08-30;2021-08-29;2;6
397;1437;4;2021-08-28;2021-08-31;2021-08-29;2;7
398;447;4;2021-08-29;2021-08-30;2021-09-01;1;2
399;1001;4;2021-08-29;2021-09-01;2021-09-01;2;7
400;1295;4;2021-08-29;2021-08-30;2021-08-31;2;6
401;103;4;2021-08-30;2021-09-02;2021-09-01;2;6
402;1335;4;2021-08-30;2021-09-01;2021-08-31;2;6
403;578;4;2021-08-31;2021-09-01;2021-09-02;1;3
404;396;4;2021-08-31;2021-09-03;2021-09-01;2;7
405;603;4;2021-08-31;2021-09-01;2021-09-01;2;6
406;1380;4;2021-08-31;2021-09-02;2021-09-01;2;7
407;77;3;2021-09-01;2021-09-01;\N;3;8
408;1071;4;2021-09-01;2021-09-02;2021-09-02;1;2
409;416;4;2021-09-01;2021-09-04;2021-09-04;2;7
410;1151;4;2021-09-01;2021-09-03;2021-09-02;2;6
411;261;4;2021-09-02;2021-09-04;2021-09-04;1;3
412;1202;4;2021-09-02;2021-09-04;2021-09-04;1;3
413;717;4;2021-09-02;2021-09-05;2021-09-03;2;6
414;917;4;2021-09-03;2021-09-06;2021-09-06;2;7
415;1265;4;2021-09-03;2021-09-06;2021-09-06;2;7
416;1377;4;2021-09-03;2021-09-04;2021-09-06;2;7
417;359;4;2021-09-04;2021-09-05;2021-09-06;1;3
418;88;4;2021-09-04;2021-09-05;2021-09-05;2;6
419;14;4;2021-09-04;2021-09-07;2021-09-06;3;8
420;72;4;2021-09-05;2021-09-06;2021-09-07;1;3
421;240;4;2021-09-05;2021-09-06;2021-09-08;1;3
422;398;2;2021-09-06;2021-09-07;\N;2;6
423;1397;4;2021-09-06;2021-09-09;2021-09-09;2;7
424;67;4;2021-09-08;2021-09-11;2021-09-11;1;3
425;843;4;2021-09-08;2021-09-11;2021-09-11;2;6
426;944;4;2021-09-08;2021-09-10;2021-09-10;2;6
427;434;4;2021-09-09;2021-09-10;2021-09-11;1;2
428;1039;4;2021-09-09;2021-09-12;2021-09-10;2;6
429;153;4;2021-09-10;2021-09-12;2021-09-12;3;8
430;272;4;2021-09-11;2021-09-13;2021-09-12;2;6
431;1217;4;2021-09-11;2021-09-12;2021-09-12;2;6
432;169;4;2021-09-12;2021-09-15;2021-09-14;1;2
433;1062;4;2021-09-12;2021-09-15;2021-09-13;2;6
434;726;4;2021-09-13;2021-09-15;2021-09-14;2;6
435;77;4;2021-09-14;2021-09-15;2021-09-16;3;9
436;791;4;2021-09-16;2021-09-19;2021-09-19;2;7
437;1085;4;2021-09-16;2021-09-18;2021-09-18;2;7
438;314;4;2021-09-16;2021-09-19;2021-09-18;3;8
439;149;4;2021-09-17;2021-09-20;2021-09-18;2;6
440;882;4;2021-09-17;2021-09-18;2021-09-19;2;7
441;704;4;2021-09-18;2021-09-19;2021-09-19;1;2
442;667;4;2021-09-18;2021-09-21;2021-09-21;2;7
443;1371;4;2021-09-18;2021-09-19;2021-09-20;2;6
444;30;4;2021-09-19;2021-09-20;2021-09-21;1;2
445;362;4;2021-09-19;2021-09-22;2021-09-22;2;6
446;399;4;2021-09-19;2021-09-21;2021-09-20;2;7
