product_id;product_name;brand_id;category_id;model_year;list_price
209;Trek Crockett 7 Disc - 2023;9;4;2023;3000
210;Surly Straggler - 2023;8;4;2023;1549
211;Surly Straggler 650b - 2023;8;4;2023;1549
212;Electra Townie Original 21D - 2023;1;3;2023;560
213;Electra Cruiser 1 - 2021/2022/2023;1;3;2023;270
214;Electra Tiger Shark 3i - 2023;1;3;2023;900
215;Electra Queen of Hearts 3i - 2023;1;3;2023;750
216;Electra Super Moto 8i - 2023;1;3;2023;900
217;Electra Straight 8 3i - 2023;1;3;2023;910
218;Electra Cruiser 7D - 2021/2022/2023;1;3;2023;320
219;Electra Moto 3i - 2023;1;3;2023;640
220;Electra Cruiser 1 Ladies' - 2023;1;3;2023;270
221;Electra Cruiser 7D Ladies' - 2021/2023;1;3;2023;320
222;Electra Cruiser 1 Tall - 2021/2023;1;3;2023;270
223;Electra Cruiser Lux 3i - 2023;1;3;2023;530
224;Electra Cruiser Lux 7D - 2023;1;3;2023;480
225;Electra Delivery 3i - 2021/2022/2023;1;3;2023;960
226;Electra Townie Original 21D EQ - 2022/2023;1;3;2023;680
227;Electra Cruiser 7D (24-Inch) Ladies' - 2021/2023;1;3;2023;320
228;Electra Cruiser 7D Tall - 2021/2023;1;3;2023;320
229;Electra Cruiser Lux 1 - 2021/2023;1;3;2023;430
230;Electra Cruiser Lux 1 Ladies' - 2023;1;3;2023;430
231;Electra Cruiser Lux 3i Ladies' - 2023;1;3;2023;530
232;Electra Cruiser Lux 7D Ladies' - 2023;1;3;2023;480
233;Electra Cruiser Lux Fat Tire 7D - 2023;1;3;2023;640
234;Electra Daydreamer 3i Ladies' - 2023;1;3;2023;900
235;Electra Koa 3i Ladies' - 2023;1;3;2023;900
236;Electra Morningstar 3i Ladies' - 2023;1;3;2023;750
237;Electra Relic 3i - 2023;1;3;2023;850
238;Electra Townie Balloon 8D EQ - 2021/2022/2023;1;3;2023;750
239;Electra Townie Balloon 8D EQ Ladies' - 2021/2022/2023;1;3;2023;750
240;Electra Townie Commute 27D Ladies - 2023;1;3;2023;900
241;Electra Townie Commute 8D - 2023;1;3;2023;750
242;Electra Townie Commute 8D Ladies' - 2023;1;3;2023;700
243;Electra Townie Original 21D EQ Ladies' - 2023;1;3;2023;680
244;Electra Townie Original 21D Ladies' - 2023;1;3;2023;560
245;Electra Townie Original 3i EQ - 2022/2023;1;3;2023;660
246;Electra Townie Original 3i EQ Ladies' - 2023;1;3;2023;640
247;Electra Townie Original 7D EQ - 2023;1;3;2023;600
248;Electra Townie Original 7D EQ Ladies' - 2022/2023;1;3;2023;600
249;Electra White Water 3i - 2023;1;3;2023;750
250;Electra Townie Go! 8i - 2022/2023;1;3;2023;2600
251;Electra Townie Commute Go! - 2023;1;3;2023;3000
252;Electra Townie Commute Go! Ladies' - 2023;1;3;2023;3000
253;Electra Townie Go! 8i Ladies' - 2023;1;3;2023;2600
254;Electra Townie Balloon 3i EQ - 2022/2023;1;3;2023;750
255;Electra Townie Balloon 7i EQ Ladies' - 2022/2023;1;3;2023;900
256;Electra Townie Commute 27D - 2023;1;3;2023;900
257;Electra Amsterdam Fashion 3i Ladies' - 2022/2023;1;3;2023;900
258;Electra Amsterdam Royal 8i - 2022/2023;1;3;2023;1260
259;Electra Amsterdam Royal 8i Ladies - 2023;1;3;2023;1200
260;Electra Townie Balloon 3i EQ Ladies' - 2023;1;3;2023;800
261;Electra Townie Balloon 7i EQ - 2023;1;3;2023;900
262;Trek MT 201 - 2023;9;1;2023;250
263;Strider Classic 12 Balance Bike - 2023;6;1;2023;90
264;Strider Sport 16 - 2023;6;1;2023;250
265;Strider Strider 20 Sport - 2023;6;1;2023;290
266;Trek Superfly 20 - 2023;9;1;2023;400
267;Trek Precaliber 12 Girl's - 2023;9;1;2023;200
268;Trek Kickster - 2023;9;1;2023;160
269;Trek Precaliber 12 Boy's - 2023;9;1;2023;200
270;Trek Precaliber 16 Boy's - 2023;9;1;2023;210
271;Trek Precaliber 16 Girl's - 2023;9;1;2023;210
272;Trek Precaliber 20 6-speed Boy's - 2023;9;1;2023;290
273;Trek Precaliber 20 6-speed Girl's - 2023;9;1;2023;290
274;Trek Precaliber 20 Boy's - 2023;9;1;2023;230
275;Trek Precaliber 20 Girl's - 2023;9;1;2023;230
276;Trek Precaliber 24 (7-Speed) - Boys - 2023;9;1;2023;320
277;Trek Precaliber 24 21-speed Boy's - 2023;9;1;2023;370
278;Trek Precaliber 24 21-speed Girl's - 2023;9;1;2023;370
279;Trek Precaliber 24 7-speed Girl's - 2023;9;1;2023;320
280;Trek Superfly 24 - 2022/2023;9;1;2023;490
281;Electra Cruiser 7D (24-Inch) Ladies' - 2021/2023;1;1;2023;320
282;Electra Cyclosaurus 1 (16-inch) - Boy's - 2023;1;1;2023;280
283;Electra Heartchya 1 (20-inch) - Girl's - 2023;1;1;2023;320
284;Electra Savannah 1 (20-inch) - Girl's - 2023;1;1;2023;320
285;Electra Soft Serve 1 (16-inch) - Girl's - 2023;1;1;2023;280
286;"Electra Starship 1 16"" - 2023";1;1;2023;280
287;Electra Straight 8 1 (16-inch) - Boy's - 2023;1;1;2023;280
288;Electra Straight 8 1 (20-inch) - Boy's - 2023;1;1;2023;390
289;"Electra Superbolt 1 20"" - 2023";1;1;2023;320
290;"Electra Superbolt 3i 20"" - 2023";1;1;2023;370
291;Electra Sweet Ride 1 (20-inch) - Girl's - 2023;1;1;2023;320
292;Electra Sweet Ride 3i (20-inch) - Girls' - 2023;1;1;2023;370
293;Electra Tiger Shark 1 (20-inch) - Boys' - 2023;1;1;2023;320
294;Electra Tiger Shark 3i (20-inch) - Boys' - 2023;1;1;2023;370
295;"Electra Treasure 1 20"" - 2023";1;1;2023;320
296;"Electra Treasure 3i 20"" - 2023";1;1;2023;370
297;"Electra Under-The-Sea 1 16"" - 2023";1;1;2023;280
298;Electra Water Lily 1 (16-inch) - Girl's - 2023;1;1;2023;280
299;Electra Townie Original 21D - 2023;1;2;2023;560
300;Electra Townie Balloon 3i EQ Ladies' - 2023;1;2;2023;800
301;Electra Townie Balloon 7i EQ - 2023;1;2;2023;900
302;Electra Townie Original 1 - 2023;1;2;2023;450
303;Electra Townie Go! 8i - 2022/2023;1;2;2023;2600
304;Electra Townie Original 21D EQ - 2022/2023;1;2;2023;680
305;Electra Townie Balloon 3i EQ - 2022/2023;1;2;2023;750
306;Electra Townie Balloon 7i EQ Ladies' - 2022/2023;1;2;2023;900
307;Electra Townie Balloon 8D EQ - 2021/2022/2023;1;2;2023;750
308;Electra Townie Balloon 8D EQ Ladies' - 2021/2022/2023;1;2;2023;750
309;Electra Townie Commute 27D - 2023;1;2;2023;900
310;Electra Townie Commute 27D Ladies - 2023;1;2;2023;900
311;Electra Townie Commute 8D - 2023;1;2;2023;750
312;Electra Townie Commute 8D Ladies' - 2023;1;2;2023;700
313;Electra Townie Original 1 Ladies' - 2023;1;2;2023;450
314;Electra Townie Original 21D EQ Ladies' - 2023;1;2;2023;680
315;Electra Townie Original 21D Ladies' - 2023;1;2;2023;560
316;Trek Checkpoint ALR 4 Women's - 2019;9;7;2023;1700
317;Trek Checkpoint ALR 5 - 2019;9;7;2023;2000
318;Trek Checkpoint ALR 5 Women's - 2019;9;7;2023;2000
319;Trek Checkpoint SL 5 Women's - 2019;9;7;2023;2800
320;Trek Checkpoint SL 6 - 2019;9;7;2023;3800
321;Trek Checkpoint ALR Frameset - 2019;9;7;2023;3200
